Munic_pio,uf,nome,codigo,REGIAO,total,utiliza,distm,FPM,valorPNATE,y,x
Matias Barbosa,MG,MATIASBARBOSA,314080,SUDESTE,217,209,11.335676393,10722.813803,15306.197046,-21.869,-43.319
Matias Cardoso,MG,MATIASCARDOSO,314085,SUDESTE,1493,562,46.512932393,11900.100806,83916.087077,-14.855,-43.922
Matipó,MG,MATIPO,314090,SUDESTE,783,607,15.420345416,11843.82071,34095.073025,-20.284,-42.341
Mato Verde,MG,MATOVERDE,314100,SUDESTE,662,470,24.368132764,9290.5418884,43968.950699,-15.397,-42.866
Matozinhos,MG,MATOZINHOS,314110,SUDESTE,185,173,20.813625944,23892.397497,19525.86851,-19.558,-44.081
Matutina,MG,MATUTINA,314120,SUDESTE,165,81,19.105363541,5458.5213262,56858.466625,-19.223,-45.969
Medeiros,MG,MEDEIROS,314130,SUDESTE,258,254,42.891034775,6567.5224658,34683.559048,-19.996,-46.226
Medina,MG,MEDINA,314140,SUDESTE,1279,947,44.670846074,14874.408747,55208.748236,-16.223,-41.477
Mendes Pimentel,MG,MENDESPIMENTEL,314150,SUDESTE,555,542,19.930733954,7385.4158837,23718.722516,-18.661,-41.405
Mercês,MG,MERCES,314160,SUDESTE,554,315,16.656101118,7257.6438418,50392.148372,-21.194,-43.341
Mesquita,MG,MESQUITA,314170,SUDESTE,485,310,19.078019414,7085.8246532,46521.068713,-19.223,-42.607
Minas Novas,MG,MINASNOVAS,314180,SUDESTE,4444,1950,56.38308024,25226.969917,103207.32919,-17.219,-42.59
Minduri,MG,MINDURI,314190,SUDESTE,133,132,16.131644498,5835.0349457,19494.522188,-21.682,-44.604
Mirabela,MG,MIRABELA,314200,SUDESTE,623,286,22.420614392,11228.382397,59073.661591,-16.263,-44.164
Miradouro,MG,MIRADOURO,314210,SUDESTE,679,609,20.583754759,9761.4463698,28724.377559,-20.891,-42.343
Miraí,MG,MIRAI,314220,SUDESTE,428,416,18.161371864,10573.861968,20001.836784,-21.195,-42.614
Miravânia,MG,MIRAVANIA,314225,SUDESTE,831,349,20.365838831,7451.3294639,64510.220276,-14.741,-44.404
Moeda,MG,MOEDA,314230,SUDESTE,447,373,15.292372885,6134.3407701,31756.728656,-20.333,-44.053
Moema,MG,MOEMA,314240,SUDESTE,132,118,15.274984259,5896.8507401,25769.007431,-19.843,-45.411
Monjolos,MG,MONJOLOS,314250,SUDESTE,186,183,33.365637712,5484.535832,30566.301054,-18.325,-44.119
Monsenhor Paulo,MG,MONSENHORPAULO,314260,SUDESTE,396,379,17.533068799,7091.9394508,22942.111029,-21.758,-45.541
Montalvânia,MG,MONTALVANIA,314270,SUDESTE,1257,724,46.222462785,12056.942967,68182.22496,-14.423,-44.366
Monte Alegre de Minas,MG,MONTEALEGREDEMINAS,314280,SUDESTE,711,650,46.394973178,15158.819368,40059.271749,-18.871,-48.881
Monte Azul,MG,MONTEAZUL,314290,SUDESTE,2144,1234,42.670202812,14408.327508,71701.303747,-15.155,-42.875
Monte Belo,MG,MONTEBELO,314300,SUDESTE,604,582,17.407985141,9002.5556667,22273.531893,-21.326,-46.368
Monte Carmelo,MG,MONTECARMELO,314310,SUDESTE,1088,696,37.355198114,22128.38073,55664.850657,-18.725,-47.499
Monte Formoso,MG,MONTEFORMOSO,314315,SUDESTE,756,338,16.964054815,6126.3521692,61771.055066,-16.866,-41.255
Monte Santo de Minas,MG,MONTESANTODEMINAS,314320,SUDESTE,792,772,21.666974278,16722.890825,22425.00233,-21.19,-46.98
Montes Claros,MG,MONTESCLAROS,314330,SUDESTE,3779,2357,72.940101964,153975.67748,93103.408982,-16.735,-43.862
Monte Sião,MG,MONTESIAO,314340,SUDESTE,629,588,17.003232247,14066.571733,22091.801872,-22.433,-46.573
Montezuma,MG,MONTEZUMA,314345,SUDESTE,859,337,28.707468701,6676.9939712,72065.640451,-15.172,-42.497
Morada Nova de Minas,MG,MORADANOVADEMINAS,314350,SUDESTE,455,238,44.237533804,10255.337649,65957.246028,-18.604,-45.357
Morro da Garça,MG,MORRODAGARCA,314360,SUDESTE,265,261,26.365542043,6605.4449737,25528.072301,-18.547,-44.603
Morro do Pilar,MG,MORRODOPILAR,314370,SUDESTE,170,168,19.029005028,4780.8500128,23661.986099,-19.216,-43.376
Munhoz,MG,MUNHOZ,314380,SUDESTE,389,348,20.782527994,5816.4272178,30679.350073,-22.613,-46.361
Muriaé,MG,MURIAE,314390,SUDESTE,1305,1031,33.212356892,50676.513816,43078.940176,-21.131,-42.366
Mutum,MG,MUTUM,314400,SUDESTE,2171,1111,45.302286585,13304.84194,78086.317214,-19.8,-41.438
Muzambinho,MG,MUZAMBINHO,314410,SUDESTE,916,861,18.601648179,12094.023658,25233.249564,-21.376,-46.526
Nacip Raydan,MG,NACIPRAYDAN,314420,SUDESTE,96,65,19.112255122,5148.1767913,44028.134676,-18.459,-42.249
Nanuque,MG,NANUQUE,314430,SUDESTE,603,368,49.197681811,21629.660187,60932.119468,-17.839,-40.354
Naque,MG,NAQUE,314435,SUDESTE,81,64,13.114366699,7212.8862092,29788.349601,-19.23,-42.328
Natalândia,MG,NATALANDIA,314437,SUDESTE,246,237,22.567699256,5622.1320735,26203.09327,-16.504,-46.493
Natércia,MG,NATERCIA,314440,SUDESTE,229,215,16.147277518,5297.5967802,24825.390153,-22.12,-45.512
Nazareno,MG,NAZARENO,314450,SUDESTE,328,306,15.239031132,7484.0014987,22486.220445,-21.216,-44.611
Nepomuceno,MG,NEPOMUCENO,314460,SUDESTE,1211,563,22.175790021,13796.80195,61741.848796,-21.236,-45.236
Ninheira,MG,NINHEIRA,314465,SUDESTE,1480,868,46.178055679,8688.5788728,70692.93912,-15.321,-41.754
Nova Belém,MG,NOVABELEM,314467,SUDESTE,553,535,18.130094692,5454.5097744,25899.330665,-18.475,-41.017
Nova Era,MG,NOVAERA,314470,SUDESTE,507,461,21.191748584,13570.965823,25470.817963,-19.75,-43.038
Nova Lima,MG,NOVALIMA,314480,SUDESTE,31,11,29.516844249,48316.044305,62475.291538,-19.986,-43.847
Nova Módica,MG,NOVAMODICA,314490,SUDESTE,328,278,17.445195878,5723.873301,31829.46629,-18.437,-41.501
Nova Ponte,MG,NOVAPONTE,314500,SUDESTE,432,411,49.525311927,10675.131967,38738.431465,-19.136,-47.683
Nova Porteirinha,MG,NOVAPORTEIRINHA,314505,SUDESTE,771,386,21.5177682,8851.3121033,57989.352245,-15.803,-43.301
Nova Resende,MG,NOVARESENDE,314510,SUDESTE,1194,1044,18.231921142,11689.736018,31675.779639,-21.126,-46.42
Nova Serrana,MG,NOVASERRANA,314520,SUDESTE,627,228,15.601598086,50389.876244,58279.635518,-19.876,-44.984
Novo Cruzeiro,MG,NOVOCRUZEIRO,314530,SUDESTE,4827,2518,44.721696076,18540.440476,94433.201835,-17.468,-41.875
Novo Oriente de Minas,MG,NOVOORIENTEDEMINAS,314535,SUDESTE,1231,414,42.956818728,11234.92613,83181.562826,-17.415,-41.215
Novorizonte,MG,NOVORIZONTE,314537,SUDESTE,805,301,14.231505518,6361.8652332,65367.635653,-16.017,-42.408
Olaria,MG,OLARIA,314540,SUDESTE,220,212,15.980250796,5400.0925811,22757.424163,-21.861,-43.937
Olhos-D'Água,MG,OLHOSDAGUA,314545,SUDESTE,558,372,57.756011515,6952.5239306,66629.073224,-17.397,-43.573
Olímpio Noronha,MG,OLIMPIONORONHA,314550,SUDESTE,210,189,9.1799714976,6283.6710124,21967.133929,-22.068,-45.264
Oliveira,MG,OLIVEIRA,314560,SUDESTE,666,607,40.601111855,20806.915588,35785.123364,-20.696,-44.827
Oliveira Fortes,MG,OLIVEIRAFORTES,314570,SUDESTE,71,59,18.496284339,4799.8101,33566.244378,-21.339,-43.456
Onça de Pitangui,MG,ONCADEPITANGUI,314580,SUDESTE,376,301,17.790030515,4315.494474,38662.418327,-19.73,-44.807
Oratórios,MG,ORATORIOS,314585,SUDESTE,313,295,9.2934787974,8462.3736375,17608.976198,-20.431,-42.806
Orizânia,MG,ORIZANIA,314587,SUDESTE,1122,801,9.55664398,11063.671657,37795.610194,-20.506,-42.21
Ouro Branco,MG,OUROBRANCO,314590,SUDESTE,764,312,14.304453825,33833.178197,55923.999862,-20.521,-43.692
Ouro Fino,MG,OUROFINO,314600,SUDESTE,1805,1749,19.446242055,14982.762104,29020.753055,-22.283,-46.369
Ouro Preto,MG,OUROPRETO,314610,SUDESTE,1590,1219,46.5748268,54796.465606,53990.189844,-20.288,-43.508
Ouro Verde de Minas,MG,OUROVERDEDEMINAS,314620,SUDESTE,973,459,13.472668254,7328.7288388,58211.979389,-18.071,-41.27
Padre Carvalho,MG,PADRECARVALHO,314625,SUDESTE,521,306,29.045939954,6548.288505,56499.726372,-16.364,-42.515
Padre Paraíso,MG,PADREPARAISO,314630,SUDESTE,1622,880,19.211615095,18629.47024,56565.958274,-17.072,-41.524
Paineiras,MG,PAINEIRAS,314640,SUDESTE,185,174,36.386730937,6314.7907857,33962.794178,-18.908,-45.532
Pains,MG,PAINS,314650,SUDESTE,253,246,18.980349015,7010.7807109,21772.328568,-20.371,-45.661
Pai Pedro,MG,PAIPEDRO,314655,SUDESTE,979,730,54.886460191,9737.6255202,60290.202695,-15.517,-43.065
Paiva,MG,PAIVA,314660,SUDESTE,69,54,6.3765915234,4693.3670671,30472.00545,-21.289,-43.416
Palma,MG,PALMA,314670,SUDESTE,182,174,23.289580821,6142.2387034,25866.025882,-21.375,-42.314
Palmópolis,MG,PALMOPOLIS,314675,SUDESTE,400,138,23.598046948,4911.7146322,72206.48277,-16.735,-40.42
Papagaios,MG,PAPAGAIOS,314690,SUDESTE,497,361,28.064276061,12297.672848,42320.150744,-19.449,-44.748
Paracatu,MG,PARACATU,314700,SUDESTE,2521,2260,75.168728303,60360.977896,67153.248149,-17.222,-46.875
Pará de Minas,MG,PARADEMINAS,314710,SUDESTE,1170,879,22.456192047,44963.94583,39025.140189,-19.86,-44.608
Paraguaçu,MG,PARAGUACU,314720,SUDESTE,747,430,18.762031129,14466.028827,48749.751597,-21.547,-45.738
Paraisópolis,MG,PARAISOPOLIS,314730,SUDESTE,476,421,23.931475867,15376.018584,28032.668578,-22.554,-45.78
Paraopeba,MG,PARAOPEBA,314740,SUDESTE,670,502,27.330383188,22024.635416,39613.112756,-19.274,-44.404
Passabém,MG,PASSABEM,314750,SUDESTE,162,130,12.921443292,3588.2701701,36851.748262,-19.353,-43.136
Passa Quatro,MG,PASSAQUATRO,314760,SUDESTE,509,381,17.724656184,9107.020575,36669.153312,-22.39,-44.967
Passa Tempo,MG,PASSATEMPO,314770,SUDESTE,263,218,15.875649268,7163.3260893,29936.225212,-20.651,-44.496
Passa Vinte,MG,PASSAVINTE,314780,SUDESTE,177,140,15.643757399,5504.4365657,34089.237354,-22.209,-44.234
Passos,MG,PASSOS,314790,SUDESTE,1153,1078,38.160740329,47030.15892,34761.949446,-20.719,-46.61
Patis,MG,PATIS,314795,SUDESTE,744,523,19.724162908,8632.7639856,42898.912548,-16.076,-44.082
Patos de Minas,MG,PATOSDEMINAS,314800,SUDESTE,1878,1509,72.781156355,56232.31053,67885.534624,-18.579,-46.518
Patrocínio,MG,PATROCINIO,314810,SUDESTE,2169,1809,46.306995274,43865.873393,53432.175518,-18.944,-46.993
Patrocínio do Muriaé,MG,PATROCINIODOMURIAE,314820,SUDESTE,219,214,13.279392571,5001.879291,21103.468169,-21.153,-42.215
Paula Cândido,MG,PAULACANDIDO,314830,SUDESTE,737,608,13.837574773,6119.0927154,33652.718649,-20.874,-42.98
Paulistas,MG,PAULISTAS,314840,SUDESTE,639,542,15.701426336,7212.6169608,31064.407284,-18.427,-42.868
Pavão,MG,PAVAO,314850,SUDESTE,699,523,27.90669365,6547.3735652,45926.440181,-17.428,-40.999
Peçanha,MG,PECANHA,314860,SUDESTE,1553,676,30.518016944,13375.611104,70911.527881,-18.549,-42.557
Pedra Azul,MG,PEDRAAZUL,314870,SUDESTE,544,430,41.628416598,19518.064701,44082.225536,-16.005,-41.297
Pedra Bonita,MG,PEDRABONITA,314875,SUDESTE,959,653,21.207493591,9097.1996277,46431.803517,-20.521,-42.33
Pedra do Anta,MG,PEDRADOANTA,314880,SUDESTE,297,287,9.9882138548,4517.0699803,21725.45263,-20.597,-42.714
Pedra do Indaiá,MG,PEDRADOINDAIA,314890,SUDESTE,259,178,16.068054788,5975.2448692,41340.592207,-20.258,-45.209
Pedra Dourada,MG,PEDRADOURADA,314900,SUDESTE,230,219,6.5387559044,5728.9587519,17841.538993,-20.83,-42.154
Pedralva,MG,PEDRALVA,314910,SUDESTE,1159,1004,11.227561173,10768.014224,28516.685097,-22.243,-45.466
Pedras de Maria da Cruz,MG,PEDRASDEMARIADACRUZ,314915,SUDESTE,921,527,48.193417467,8698.9459107,68900.880605,-15.607,-44.391
Pedrinópolis,MG,PEDRINOPOLIS,314920,SUDESTE,100,89,20.791932633,4894.2942998,30719.357802,-19.228,-47.462
Pedro Leopoldo,MG,PEDROLEOPOLDO,314930,SUDESTE,887,568,18.174748154,46412.988839,42364.135164,-19.618,-44.043
Pedro Teixeira,MG,PEDROTEIXEIRA,314940,SUDESTE,151,151,11.419045496,4831.2540194,18391.605193,-21.706,-43.746
Pequeri,MG,PEQUERI,314950,SUDESTE,81,80,9.9207781881,6173.3971902,15536.410367,-21.834,-43.121
Pequi,MG,PEQUI,314960,SUDESTE,238,194,15.451890166,4990.786381,33724.476417,-19.633,-44.659
Perdigão,MG,PERDIGAO,314970,SUDESTE,199,176,14.248491643,7346.3791537,24546.476592,-19.953,-45.084
Perdizes,MG,PERDIZES,314980,SUDESTE,728,689,48.078163041,10088.963705,40634.242922,-19.353,-47.293
Perdões,MG,PERDOES,314990,SUDESTE,450,252,16.82728132,14421.706376,46711.944973,-21.091,-45.091
Periquito,MG,PERIQUITO,314995,SUDESTE,410,145,19.926385697,11346.628754,63491.645677,-19.158,-42.234
Pescador,MG,PESCADOR,315000,SUDESTE,229,209,21.902657763,6135.2026556,28452.661808,-18.357,-41.598
Piau,MG,PIAU,315010,SUDESTE,185,176,13.144605471,4467.7275594,23861.14924,-21.509,-43.323
Piedade de Caratinga,MG,PIEDADEDECARATINGA,315015,SUDESTE,589,471,10.520721298,6746.5936812,31739.268173,-19.759,-42.076
Piedade de Ponte Nova,MG,PIEDADEDEPONTENOVA,315020,SUDESTE,178,176,7.8124935526,5917.9051849,15342.51258,-20.245,-42.734
Piedade do Rio Grande,MG,PIEDADEDORIOGRANDE,315030,SUDESTE,341,239,15.558128117,5671.8178264,41159.955351,-21.469,-44.196
Piedade dos Gerais,MG,PIEDADEDOSGERAIS,315040,SUDESTE,502,486,15.72044905,5912.6331131,23408.969322,-20.471,-44.227
Pimenta,MG,PIMENTA,315050,SUDESTE,207,169,21.529314522,7316.0490867,33381.396343,-20.484,-45.799
Pingo D'Água,MG,PINGODAGUA,315053,SUDESTE,75,60,8.6982958319,5927.8638039,28222.310334,-19.727,-42.408
Pintópolis,MG,PINTOPOLIS,315057,SUDESTE,1176,604,31.668086233,8037.3044998,66124.844999,-16.059,-45.156
Piracema,MG,PIRACEMA,315060,SUDESTE,537,529,21.797771859,5633.1967788,26276.981098,-20.508,-44.483
Pirajuba,MG,PIRAJUBA,315070,SUDESTE,95,92,18.565853271,5305.2288154,23159.577644,-19.907,-48.701
Piranga,MG,PIRANGA,315080,SUDESTE,2280,1511,24.274389033,11034.523907,57557.451982,-20.685,-43.3
Piranguçu,MG,PIRANGUCU,315090,SUDESTE,567,492,16.451638885,6210.134148,30813.291245,-22.528,-45.495
Piranguinho,MG,PIRANGUINHO,315100,SUDESTE,709,698,18.991993553,7275.1569059,23831.652216,-22.401,-45.532
Pirapetinga,MG,PIRAPETINGA,315110,SUDESTE,366,326,12.328079656,12074.338027,21369.898104,-21.656,-42.346
Pirapora,MG,PIRAPORA,315120,SUDESTE,285,246,25.225288808,37278.969694,26861.703789,-17.345,-44.942
Piraúba,MG,PIRAUBA,315130,SUDESTE,308,292,11.955804651,9031.3161599,18261.617471,-21.276,-43.026
Pitangui,MG,PITANGUI,315140,SUDESTE,600,279,28.896593495,14531.683912,60999.716623,-19.683,-44.89
Piumhi,MG,PIUMHI,315150,SUDESTE,596,580,34.912062504,21081.452258,27829.474993,-20.465,-45.958
Planura,MG,PLANURA,315160,SUDESTE,69,60,21.549224773,7711.273967,28364.235669,-20.138,-48.702
Poço Fundo,MG,POCOFUNDO,315170,SUDESTE,838,713,18.597943484,9076.6962679,32348.852388,-21.781,-45.965
Poços de Caldas,MG,POCOSDECALDAS,315180,SUDESTE,976,883,23.677042432,120147.44311,26941.198348,-21.788,-46.561
Pocrane,MG,POCRANE,315190,SUDESTE,506,262,28.72342457,5497.992819,62606.743521,-19.62,-41.637
Pompéu,MG,POMPEU,315200,SUDESTE,563,498,52.401096352,20286.794202,43520.061883,-19.224,-44.935
Ponte Nova,MG,PONTENOVA,315210,SUDESTE,1358,962,17.041758991,39896.274779,40474.667097,-20.416,-42.909
Ponto Chique,MG,PONTECHIQUE,315213,SUDESTE,354,296,30.620333283,6532.8947782,38928.291771,-16.631,-45.066
Ponto dos Volantes,MG,PONTODOSVOLANTES,315217,SUDESTE,1697,769,39.946431796,16638.462918,75098.913649,-16.753,-41.504
Porteirinha,MG,PORTEIRINHA,315220,SUDESTE,3529,1758,57.669901785,25592.873393,93392.160082,-15.743,-43.028
Porto Firme,MG,PORTOFIRME,315230,SUDESTE,929,653,14.735699759,5160.4533925,45588.780852,-20.673,-43.084
Poté,MG,POTE,315240,SUDESTE,1311,862,22.887584276,11608.499925,50169.599915,-17.807,-41.786
Pouso Alegre,MG,POUSOALEGRE,315250,SUDESTE,1755,1480,20.99806743,83761.969516,35345.257401,-22.23,-45.936
Pouso Alto,MG,POUSOALTO,315260,SUDESTE,500,480,16.022609001,6247.4691232,23643.835533,-22.194,-44.973
Prados,MG,PRADOS,315270,SUDESTE,416,270,21.436720849,7100.6798878,46642.392094,-21.058,-44.08
Prata,MG,PRATA,315280,SUDESTE,1216,1193,58.98654293,16015.837938,45692.774623,-19.307,-48.924
Pratápolis,MG,PRATAPOLIS,315290,SUDESTE,307,268,15.700589351,6787.3692817,27494.483463,-20.745,-46.861
Pratinha,MG,PRATINHA,315300,SUDESTE,180,176,21.54661531,4590.6384213,26311.319415,-19.751,-46.378
Presidente Bernardes,MG,PRESIDENTEBERNARDES,315310,SUDESTE,818,507,16.050263384,5605.6713759,50499.127077,-20.769,-43.188
Presidente Juscelino,MG,PRESIDENTEJUSCELINO,315320,SUDESTE,485,425,32.051709942,5616.9326736,39171.523085,-18.637,-44.058
Presidente Kubitschek,MG,PRESIDENTEKUBITSCHEK,315330,SUDESTE,340,244,13.583765121,5575.0700351,39059.748157,-18.614,-43.562
Presidente Olegário,MG,PRESIDENTEOLEGARIO,315340,SUDESTE,1036,726,77.39924509,17548.18031,73807.822963,-18.418,-46.418
Alto Jequitibá,MG,ALTOJEQUITIBA,315350,SUDESTE,780,455,13.79145251,5758.9416552,51269.13951,-20.424,-41.966
Prudente de Morais,MG,PRUDENTEDEMORAIS,315360,SUDESTE,79,70,14.386537111,6209.4419007,25000.923132,-19.482,-44.155
Quartel Geral,MG,QUARTELGERAL,315370,SUDESTE,106,99,31.43679471,6128.979157,31391.622748,-19.274,-45.557
Queluzito,MG,QUELUZITA,315380,SUDESTE,140,97,9.9599642331,3669.4595303,42353.979312,-20.74,-43.884
Raposos,MG,RAPOSOS,315390,SUDESTE,20,11,8.4802413962,11277.581194,40833.304722,-19.967,-43.804
Raul Soares,MG,RAULSOARES,315400,SUDESTE,1362,992,34.932225031,16295.169632,50934.0465,-20.102,-42.453
Recreio,MG,RECREIO,315410,SUDESTE,154,151,14.240854279,8951.6465099,16247.453534,-21.525,-42.469
Reduto,MG,REDUTO,315415,SUDESTE,592,434,13.47645946,6641.110416,38145.061714,-20.24,-41.983
Resende Costa,MG,RESENDECOSTA,315420,SUDESTE,354,343,30.112571574,9678.3222285,26766.415598,-20.922,-44.238
Resplendor,MG,RESPLENDOR,315430,SUDESTE,711,672,38.450970183,18506.953971,32883.61915,-19.326,-41.255
Ressaquinha,MG,RESSAQUINHA,315440,SUDESTE,470,434,17.328217877,8236.0061437,24640.466132,-21.063,-43.763
Riachinho,MG,RIACHINHO,315445,SUDESTE,822,507,36.694560911,7721.8648293,59535.378367,-16.23,-45.992
Riacho dos Machados,MG,RIACHODOSMACHADOS,315450,SUDESTE,1159,459,40.265798469,10564.417313,77343.345677,-16.006,-43.049
Ribeirão das Neves,MG,RIBEIRAODASNEVES,315460,SUDESTE,174,24,11.736351594,113977.23637,68091.715859,-19.767,-44.087
Ribeirão Vermelho,MG,RIBEIRAOVERMELHO,315470,SUDESTE,76,75,10.048537377,5019.4674976,17613.488847,-21.191,-45.062
Rio Acima,MG,RIOACIMA,315480,SUDESTE,184,178,14.168150646,11391.716656,16053.37852,-20.088,-43.789
Rio Casca,MG,RIOCASCA,315490,SUDESTE,646,505,26.725364545,17729.066754,37440.22458,-20.226,-42.651
Rio Doce,MG,RIODOCE,315500,SUDESTE,245,240,15.343591176,4930.3515059,22410.924173,-20.242,-42.907
Rio do Prado,MG,RIODOPRADO,315510,SUDESTE,626,431,27.769791552,6981.3244385,48987.833093,-16.608,-40.57
Rio Espera,MG,RIOESPERA,315520,SUDESTE,659,348,15.113990998,4555.1233159,57445.064399,-20.855,-43.474
Rio Manso,MG,RIOMANSO,315530,SUDESTE,321,299,16.24418068,5807.1612369,25150.918238,-20.265,-44.308
Rio Novo,MG,RIONOVO,315540,SUDESTE,171,135,14.802357679,8114.5660191,30571.349301,-21.458,-43.125
Rio Paranaíba,MG,RIOPARANAIBA,315550,SUDESTE,592,479,30.791794422,10647.6701,39406.239441,-19.194,-46.247
Rio Pardo de Minas,MG,RIOPARDODEMINAS,315560,SUDESTE,4016,2448,63.273239055,30765.859897,91782.665225,-15.61,-42.54
Rio Piracicaba,MG,RIOPIRACICABA,315570,SUDESTE,401,262,18.44466969,13164.304892,41126.704444,-19.929,-43.174
Rio Pomba,MG,RIOPOMBA,315580,SUDESTE,376,354,18.459228282,10770.206589,21830.979989,-21.275,-43.179
Rio Preto,MG,RIOPRETO,315590,SUDESTE,297,248,21.443461346,8000.0283284,32045.082979,-22.089,-43.828
Rio Vermelho,MG,RIOVERMELHO,315600,SUDESTE,2316,961,28.229907416,13830.559072,76241.852386,-18.294,-43.009
Ritápolis,MG,RITAPOLIS,315610,SUDESTE,266,202,18.91149673,5668.6698393,38427.510386,-21.022,-44.318
Rochedo de Minas,MG,ROCHEDODEMINAS,315620,SUDESTE,94,94,8.1616809531,5951.6378558,14118.573081,-21.63,-43.02
Rodeiro,MG,RODEIRO,315630,SUDESTE,113,95,9.0469234153,5717.3895354,26180.464482,-21.2,-42.865
Romaria,MG,ROMARIA,315640,SUDESTE,257,249,16.695139681,4932.2638464,23982.144689,-18.883,-47.586
Rosário da Limeira,MG,ROSARIODALIMEIRA,315645,SUDESTE,400,393,9.3187749189,8434.1557837,15468.313615,-20.979,-42.512
Rubelita,MG,RUBELITA,315650,SUDESTE,1240,496,40.026073865,8663.4557204,78605.853499,-16.408,-42.263
Rubim,MG,RUBIM,315660,SUDESTE,299,240,38.05865284,8960.4493963,42771.892538,-16.375,-40.538
Sabará,MG,SABARA,315670,SUDESTE,622,554,19.093256403,83384.205598,23116.41017,-19.886,-43.807
Sabinópolis,MG,SABINOPOLIS,315680,SUDESTE,1138,923,29.887186958,9741.1348701,43037.256682,-18.666,-43.084
Sacramento,MG,SACRAMENTO,315690,SUDESTE,800,728,72.557225441,12365.065449,56218.305354,-19.865,-47.44
Salinas,MG,SALINAS,315700,SUDESTE,1634,864,47.98823713,19690.483313,73350.038025,-16.17,-42.29
Salto da Divisa,MG,SALTODADIVISA,315710,SUDESTE,190,183,39.0154129,7208.0846822,32831.409883,-16.003,-39.947
Santa Bárbara,MG,SANTABARBARA,315720,SUDESTE,411,303,33.652433514,25781.019734,41786.317631,-19.959,-43.415
Santa Bárbara do Leste,MG,SANTABARBARADOLESTE,315725,SUDESTE,797,761,14.879993941,8765.0488103,22988.797036,-19.978,-42.14
Santa Bárbara do Monte Verde,MG,SANTABARBARADOMONTEVERDE,315727,SUDESTE,274,271,16.456851215,6558.0508707,19887.009174,-21.959,-43.702
Santa Bárbara do Tugúrio,MG,SANTABARBARADOTUGURIO,315730,SUDESTE,402,283,12.297917274,6970.8092182,37816.817922,-21.246,-43.559
Santa Cruz de Salinas,MG,SANTACRUZDESALINAS,315737,SUDESTE,1014,398,28.015763992,7889.684193,71522.347227,-16.098,-41.746
Santa Cruz do Escalvado,MG,SANTACRUZDOESCALVADO,315740,SUDESTE,673,484,14.744596716,6896.6542182,40081.140302,-20.236,-42.814
Santa Efigênia de Minas,MG,SANTAEFIGENIADEMINAS,315750,SUDESTE,354,170,14.12935779,5501.0037914,56092.394655,-18.827,-42.448
Santa Fé de Minas,MG,SANTAFEDEMINAS,315760,SUDESTE,372,191,64.398569534,4992.9954245,82664.593063,-16.69,-45.414
Santa Helena de Minas,MG,SANTAHELENADEMINAS,315765,SUDESTE,596,172,23.499008099,6472.1603112,74821.184393,-16.983,-40.686
Santa Juliana,MG,SANTAJULIANA,315770,SUDESTE,273,237,29.158043697,8833.0262496,33209.379743,-19.309,-47.525
Santa Luzia,MG,SANTALUZIA,315780,SUDESTE,666,427,20.052077145,126005.68365,41083.292508,-19.77,-43.851
Santa Margarida,MG,SANTAMARGARIDA,315790,SUDESTE,1200,439,19.39071132,11308.582603,67864.030043,-20.384,-42.251
Santa Maria de Itabira,MG,SANTAMARIADEITABIRA,315800,SUDESTE,1111,940,25.464656091,10001.560959,37829.708123,-19.449,-43.113
Santa Maria do Salto,MG,SANTAMARIADOSALTO,315810,SUDESTE,390,383,24.98386955,6553.4056102,25897.378545,-16.249,-40.149
Santa Maria do Suaçuí,MG,SANTAMARIADOSUACUI,315820,SUDESTE,1056,790,37.942577617,9875.4211462,51219.388494,-18.19,-42.414
Santana da Vargem,MG,SANTANADAVARGEM,315830,SUDESTE,596,561,15.045861447,5698.2569107,25896.470132,-21.249,-45.507
Santana de Cataguases,MG,SANTANADECATAGUASES,315840,SUDESTE,122,117,9.9109361946,6027.2553747,18016.556809,-21.287,-42.557
Santana de Pirapama,MG,SANTANADEPIRAPAMA,315850,SUDESTE,838,620,43.567011415,6969.8050326,55632.585981,-19.006,-44.043
Santana do Deserto,MG,SANTANADODESERTO,315860,SUDESTE,317,224,12.942873556,6673.8005827,37737.901345,-21.95,-43.166
Santana do Garambéu,MG,SANTANADOGARAMBEU,315870,SUDESTE,80,67,16.99039863,5448.9452234,31021.250144,-21.601,-44.104
Santana do Jacaré,MG,SANTANADOJACARE,315880,SUDESTE,73,66,13.994640807,5830.2662141,24047.24813,-20.898,-45.131
Santana do Manhuaçu,MG,SANTANADOMANHUACU,315890,SUDESTE,635,330,22.094579558,5832.4767253,59154.757918,-20.108,-41.925
Santana do Paraíso,MG,SANTANADOPARAISO,315895,SUDESTE,239,195,17.55339647,15950.860557,27500.413083,-19.364,-42.569
Santana do Riacho,MG,SANTANADORIACHO,315900,SUDESTE,345,315,27.255971078,6273.0170078,32000.153515,-19.169,-43.714
Santana dos Montes,MG,SANTANADOSMONTES,315910,SUDESTE,283,183,14.443317187,6147.9871512,43182.98283,-20.788,-43.692
Santa Rita de Caldas,MG,SANTARITADECALDAS,315920,SUDESTE,540,518,30.494844934,6219.1922055,32007.415279,-22.029,-46.337
Santa Rita de Jacutinga,MG,SANTARITADEJACUTINGA,315930,SUDESTE,254,248,20.666888045,8581.2387351,21038.359687,-22.149,-44.095
