AreaKey,ID,X,Y,Latitude,Longitud,TotPop90,PctRural,PctEld,PctFB,PctPov,PctBlack,Degree
13169,80,821367.10,3660143.00,33.026479,-83.566095,20739,81.9,8.54,0.516,10.8,25.6,1
13171,77,766461.70,3663959.00,33.072999,-84.135219,13038,63.6,12.62,0.337,16.3,34.03,0
13173,163,873804.30,3439981.00,31.037052,-83.063272,5531,100,10.83,0.85,25.9,26.58,0
13175,93,884830.40,3599291.00,32.462848,-82.92951,39988,52.9,12.39,0.49,20.5,33.32,1
13177,136,770455.50,3520161.00,31.776588,-84.137311,16250,78.2,6.5,0.702,12.6,19.22,1
13179,127,1014742.00,3537225.00,31.8,-81.46192,52745,32.9,3.38,3.849,17.2,39.15,1
13181,40,919396.50,3752562.00,33.792692,-82.452133,7442,100,14.27,0.255,17.8,38.19,0
13183,129,1004544.00,3517834.00,31.75881,-81.747016,6202,100,8.53,2.015,23.7,21.75,0
13185,172,864781.10,3419313.00,30.834683,-83.267821,75981,47.6,8.99,1.525,19.9,31.88,1
13187,13,772600.00,3832429.00,34.574497,-84.002249,14573,78.6,9.29,0.762,15.3,1.41,1
13189,53,917730.90,3716368.00,33.477725,-82.481896,20119,65.9,11.16,0.219,21.6,36.38,0
13191,147,1030500.00,3500535.00,31.47999,-81.372387,8634,100,12.8,0.266,22.3,43.34,0
13193,105,777055.30,3584821.00,32.354068,-84.037633,13114,65.6,12.05,0.976,29.2,58.72,0
13195,29,848638.80,3785405.00,34.128469,-83.20978,21050,100,10.98,0.808,15.7,8.32,0
13197,101,732876.80,3584393.00,32.352715,-84.526148,5590,100,12.02,0.429,28.2,41.32,0
13199,73,715359.80,3660275.00,33.043407,-84.685011,22411,82.3,12.79,0.312,22.4,44.62,0
13201,162,716369.80,3451034.00,31.1645,-84.729419,6280,100,15.16,0.414,22.1,27.48,0
13205,157,766238.60,3453930.00,31.223831,-84.19464,20275,56.2,12.31,0.577,28.7,47.91,0
13207,78,790338.70,3660608.00,33.012811,-83.913119,17113,75.1,9.6,0.929,13.8,31.78,1
13209,112,920887.40,3568473.00,32.167566,-82.529808,7163,98.6,12.26,1.438,24.5,28.27,0
13211,45,825920.10,3717990.00,33.592845,-83.493073,12883,73,12.69,0.831,15,34.74,0
13213,3,707834.30,3854188.00,34.781931,-84.748226,26147,89,7.69,0.501,11.3,0.26,0
13215,98,700833.70,3598228.00,32.51071,-84.874972,179278,3.2,10.31,3.403,18.6,37.95,1
13217,50,793263.90,3719734.00,33.553175,-83.844381,41808,76,10.14,0.775,14.4,22.35,0
13219,42,830735.90,3750903.00,33.83733,-83.437276,17618,95.2,8.67,0.982,7.9,7.37,1
13221,37,863291.80,3756777.00,33.880977,-83.082008,9763,100,11.37,0.615,16.2,24.74,1
13223,35,695329.20,3758093.00,33.922531,-84.865844,41611,93.7,7.12,0.663,8.8,3.94,0
13225,94,798061.40,3609091.00,32.563716,-83.827738,21189,61.3,10.03,1.619,24,47.53,1
13227,19,733846.70,3812828.00,34.464521,-84.464975,14432,100,12.44,0.201,12.8,1.48,0
13229,151,953533.80,3482044.00,31.356236,-82.215188,13328,74.4,11.07,0.698,21.3,11.69,0
13231,76,744180.80,3665561.00,33.090904,-84.38639,10224,100,11.94,0.822,13.4,20.04,0
13233,34,668031.40,3764766.00,33.999159,-85.182021,33815,66.5,13.72,0.952,16.3,14.3,0
13235,111,833819.60,3567447.00,32.237077,-83.473603,8108,56.5,14.15,1.764,24.3,32.46,0
13237,63,840169.10,3695254.00,33.320571,-83.373019,14137,66.5,11.61,1.853,16.4,32.79,1
13239,130,686875.40,3524124.00,31.858975,-85.011921,2209,100,17.07,0.951,33,49.93,0
13241,1,824645.50,3864805.00,34.88129,-83.40143,11648,100,17.18,1.133,13.6,0.35,1
13243,134,712437.10,3519627.00,31.762757,-84.758027,8023,53.5,16.08,0.86,35.9,58.17,0
13245,59,954272.30,3697862.00,33.359384,-82.074001,189719,9.9,9.35,3.012,18.2,41.96,1
13247,48,777759.00,3729605.00,33.650167,-84.026565,54091,59.2,7.64,2.01,6.2,8.03,1
13249,110,752973.10,3570222.00,32.262828,-84.320463,3588,100,13.38,0.251,19.9,34.09,0
13251,81,1004028.00,3641918.00,32.748714,-81.61441,13842,79.3,14.02,0.607,22.9,44.69,0
13253,171,704495.60,3422002.00,30.933148,-84.867046,9010,69.4,14.2,5.694,29.1,32.74,0
13255,67,754916.20,3685029.00,33.262043,-84.284937,54457,53.6,11.12,0.773,15.6,29.08,1
13257,14,842085.90,3827075.00,34.555807,-83.293956,23257,64.5,14.88,1.092,17,11.81,1
13259,120,703256.80,3552857.00,32.078127,-84.837038,5654,100,16.29,0.159,31.4,63.46,0
13261,122,763457.10,3551752.00,32.042343,-84.196432,30228,45.4,11.45,0.586,24.8,46.53,1
13263,87,734217.90,3623162.00,32.707564,-84.528309,6524,97.9,13.5,0.337,24.9,62.34,0
13265,51,884376.90,3717493.00,33.566813,-82.883238,1915,100,19.22,0.783,31.9,61.36,0
13267,114,963427.80,3560039.00,32.042662,-82.06064,17722,79.3,12.5,2.054,21.9,29.19,0
13269,92,759410.80,3608179.00,32.554326,-84.251439,7642,100,14.43,0.484,29.5,43.21,0
13271,125,882069.40,3534470.00,31.934755,-82.940983,11000,72.6,16.25,0.036,27.3,34.45,0
13273,132,743031.80,3522636.00,31.775549,-84.435892,10653,50.3,14.18,0.253,29.1,59.9,0
13275,168,795506.20,3421725.00,30.864817,-83.91853,38986,55.2,13.3,0.716,22.6,37.93,1
13277,150,831682.30,3487715.00,31.456643,-83.526087,34998,51.1,10.69,2.774,22.9,26.68,1
13279,113,941734.40,3567586.00,32.123112,-82.335415,24072,35.7,11.65,0.897,24,23.38,1
13281,2,797981.70,3872640.00,34.918638,-83.739078,6754,100,22.96,1.362,14,0,1
13283,107,919077.60,3595170.00,32.404611,-82.565099,5994,53.3,14.98,0.133,27.1,33.1,0
13285,75,682616.80,3660254.00,33.033309,-85.028191,55536,44,12.93,0.985,16.3,30.03,1
13287,137,819399.60,3514927.00,31.716228,-83.627404,8703,44.5,13.56,0.345,31.3,40.66,0
13289,86,832935.00,3623868.00,32.66598,-83.426091,9806,100,10.43,0.224,26,45.93,0
13291,7,777040.10,3858779.00,34.834358,-83.990883,11993,100,17.55,0.884,18.3,0.1,0
13293,83,752165.20,3639192.00,32.879285,-84.298271,26300,65.3,14.81,0.567,14.7,27.78,0
13295,8,658870.40,3842167.00,34.730899,-85.296304,58340,44.8,12.8,0.415,12.8,3.73,0
13297,43,800384.30,3742691.00,33.783113,-83.737677,38586,61.2,10.64,0.648,13.2,18.37,0
13299,154,938349.60,3446675.00,31.05156,-82.422077,35471,54.2,13.89,0.623,21.1,25.88,0
13301,56,902471.10,3699878.00,33.408204,-82.676369,6078,100,14.81,0.494,32.6,60.23,0
13303,72,894704.30,3648583.00,32.967748,-82.794869,19112,67.1,12.35,0.204,21.6,51.86,0
13305,140,986832.80,3494323.00,31.547579,-81.913264,22356,59.9,10.88,0.497,21.2,19.45,0
13307,121,731576.30,3544716.00,32.048522,-84.550458,2263,100,14.49,0.088,22.5,50.2,0
13309,115,898776.30,3563384.00,32.122256,-82.716767,4903,100,15.07,0.347,30.3,30.06,0
13311,12,796905.60,3841086.00,34.645367,-83.752519,13006,100,13.81,1.176,12.5,2.59,1
13313,6,686891.40,3855274.00,34.804965,-84.966155,72462,70,9.48,2.548,11.1,4.06,1
13315,124,838551.50,3538547.00,31.970336,-83.435742,7008,100,15.71,0.086,28.6,31.76,0
13317,39,891228.50,3749769.00,33.786638,-82.744356,10597,59.6,16.64,0.425,22.6,45.94,0
13319,82,858796.90,3637891.00,32.798534,-83.16759,10228,100,11.36,0.293,15.3,41.99,0
13321,139,801018.10,3487328.00,31.552686,-83.848158,19745,71.1,11.5,0.593,26.2,30.71,0
